ID,FilmID, PayDate ,CusID,Amount
457,516,2017-01-27 20:20:55.996 +0500,300,0.99
780,417,2017-01-29 14:46:58.996 +0500,300,3.99
1111,252,2017-01-31 15:52:45.996 +0500,300,4.99
27,271,2017-01-25 04:10:16.996 +0500,301,4.99
227,48,2017-01-26 11:20:12.996 +0500,301,5.99
955,899,2017-01-30 17:27:29.996 +0500,301,0.99
38,557,2017-01-25 05:16:10.996 +0500,302,4.99
92,169,2017-01-25 16:07:12.996 +0500,302,5.99
265,492,2017-01-26 16:36:04.996 +0500,303,0.99
871,999,2017-01-30 05:29:56.996 +0500,303,2.99
1050,159,2017-01-31 07:29:53.996 +0500,303,4.99
135,21,2017-01-25 22:27:24.996 +0500,304,10.99
415,809,2017-01-27 15:20:11.996 +0500,304,0.99
937,234,2017-01-30 15:15:57.996 +0500,304,2.99
69,705,2017-01-25 10:38:40.996 +0500,305,2.99
375,394,2017-01-27 09:17:47.996 +0500,306,3.99
672,152,2017-01-28 22:33:55.996 +0500,306,6.99
413,770,2017-01-27 15:14:03.996 +0500,307,4.99
535,915,2017-01-28 06:44:58.996 +0500,307,4.99
614,63,2017-01-28 16:01:54.996 +0500,307,1.99
970,331,2017-01-30 20:18:54.996 +0500,307,6.99
589,920,2017-01-28 12:56:16.996 +0500,308,3.99
218,496,2017-01-26 09:55:35.996 +0500,309,6.99
723,747,2017-01-29 06:03:10.996 +0500,309,0.99
104,932,2017-01-25 18:14:59.996 +0500,310,0.99
274,142,2017-01-26 17:17:17.996 +0500,311,5.99
544,650,2017-01-28 07:31:26.996 +0500,311,6.99
952,958,2017-01-30 16:56:33.996 +0500,311,2.99
990,907,2017-01-30 23:53:40.996 +0500,311,3.99
1128,327,2017-01-31 18:17:52.996 +0500,311,6.99
229,251,2017-01-26 11:47:46.996 +0500,312,4.99
530,733,2017-01-28 05:41:27.996 +0500,312,0.99
1049,854,2017-01-31 07:25:30.996 +0500,312,4.99
1079,59,2017-01-31 11:16:43.996 +0500,312,6.99
669,804,2017-01-28 22:31:51.996 +0500,313,4.99
712,912,2017-01-29 04:30:50.996 +0500,313,2.99
781,18,2017-01-29 14:52:24.996 +0500,313,0.99
843,479,2017-01-30 01:12:50.996 +0500,313,0.99
80,543,2017-01-25 12:40:33.996 +0500,314,5.99
440,973,2017-01-27 18:29:01.996 +0500,314,4.99
537,680,2017-01-28 06:49:21.996 +0500,315,8.99
551,686,2017-01-28 08:12:44.996 +0500,315,4.99
16,86,2017-01-25 01:11:37.996 +0500,316,4.99
644,938,2017-01-28 19:27:38.996 +0500,316,8.99
1065,741,2017-01-31 09:23:22.996 +0500,316,1.99
107,621,2017-01-25 18:56:35.996 +0500,317,6.99
224,933,2017-01-26 10:46:53.996 +0500,318,9.99
15,670,2017-01-25 01:07:48.996 +0500,319,9.99
149,242,2017-01-26 00:56:31.996 +0500,319,3.99
439,78,2017-01-27 18:23:14.996 +0500,319,2.99
200,856,2017-01-26 07:40:47.996 +0500,321,4.99
620,533,2017-01-28 16:23:11.996 +0500,321,5.99
818,893,2017-01-29 21:16:19.996 +0500,321,4.99
166,850,2017-01-26 03:17:37.996 +0500,322,0.99
269,767,2017-01-26 16:48:12.996 +0500,322,4.99
58,670,2017-01-25 09:21:40.996 +0500,323,4.99
729,368,2017-01-29 07:03:39.996 +0500,323,2.99
878,928,2017-01-30 06:17:39.996 +0500,323,5.99
563,11,2017-01-28 09:39:15.996 +0500,324,3.99
131,177,2017-01-25 22:11:12.996 +0500,325,5.99
875,313,2017-01-30 06:06:50.996 +0500,326,6.99
981,640,2017-01-30 22:21:08.996 +0500,326,4.99
1149,78,2017-01-31 21:31:43.996 +0500,326,3.99
653,25,2017-01-28 20:40:46.996 +0500,327,6.99
862,264,2017-01-30 03:37:37.996 +0500,328,2.99
704,576,2017-01-29 03:13:09.996 +0500,330,3.99
967,426,2017-01-30 19:40:32.996 +0500,330,7.99
87,348,2017-01-25 14:21:09.996 +0500,331,0.99
996,450,2017-01-31 00:34:46.996 +0500,331,2.99
600,344,2017-01-28 14:36:45.996 +0500,332,3.99
1000,385,2017-01-31 00:54:22.996 +0500,332,6.99
4,535,2017-01-24 23:33:07.996 +0500,333,4.99
13,499,2017-01-25 00:51:21.996 +0500,334,6.99
431,984,2017-01-27 16:59:31.996 +0500,334,8.99
374,966,2017-01-27 08:54:56.996 +0500,337,6.99
572,414,2017-01-28 10:58:39.996 +0500,337,4.99
839,411,2017-01-30 00:56:38.996 +0500,337,8.99
675,282,2017-01-28 22:51:10.996 +0500,338,0.99
876,322,2017-01-30 06:09:48.996 +0500,339,5.99
102,82,2017-01-25 17:50:36.996 +0500,343,3.99
455,735,2017-01-27 20:11:55.996 +0500,343,3.99
157,197,2017-01-26 01:53:47.996 +0500,344,2.99
813,994,2017-01-29 20:43:00.996 +0500,344,5.99
206,374,2017-01-26 08:30:20.996 +0500,345,0.99
363,932,2017-01-27 07:42:26.996 +0500,345,0.99
65,776,2017-01-25 10:00:29.996 +0500,346,4.99
810,556,2017-01-29 19:40:30.996 +0500,346,4.99
153,849,2017-01-26 01:16:13.996 +0500,348,0.99
821,741,2017-01-29 21:59:38.996 +0500,348,0.99
890,320,2017-01-30 08:11:30.996 +0500,349,4.99
24,721,2017-01-25 03:21:28.996 +0500,350,4.99
802,172,2017-01-29 18:07:25.996 +0500,350,4.99
1137,717,2017-01-31 19:48:40.996 +0500,351,1.99
784,645,2017-01-29 15:12:48.996 +0500,352,2.99
1103,693,2017-01-31 14:52:44.996 +0500,353,6.99
140,142,2017-01-26 00:02:48.996 +0500,354,0.99
158,523,2017-01-26 01:55:37.996 +0500,354,1.99
402,101,2017-01-27 13:45:44.996 +0500,354,0.99
1110,452,2017-01-31 15:51:17.996 +0500,355,3.99
1088,869,2017-01-31 12:03:39.996 +0500,356,4.99
144,368,2017-01-26 00:18:22.996 +0500,357,2.99
824,771,2017-01-29 22:13:58.996 +0500,357,4.99
945,315,2017-01-30 16:01:43.996 +0500,357,0.99
858,279,2017-01-30 02:38:58.996 +0500,358,4.99
284,77,2017-01-26 19:50:10.996 +0500,359,8.99
392,58,2017-01-27 11:43:08.996 +0500,359,2.99
528,361,2017-01-28 04:58:31.996 +0500,359,3.99
633,11,2017-01-28 18:06:25.996 +0500,360,0.99
777,100,2017-01-29 14:36:24.996 +0500,360,4.99
368,275,2017-01-27 08:10:55.996 +0500,361,5.99
1120,637,2017-01-31 17:05:40.996 +0500,361,4.99
1035,211,2017-01-31 05:29:35.996 +0500,362,4.99
733,647,2017-01-29 08:03:47.996 +0500,363,3.99
462,502,2017-01-27 20:39:02.996 +0500,364,5.99
120,8,2017-01-25 20:06:13.996 +0500,365,5.99
231,878,2017-01-26 12:00:25.996 +0500,365,4.99
911,307,2017-01-30 11:18:48.996 +0500,366,6.99
939,290,2017-01-30 15:18:00.996 +0500,367,0.99
1089,828,2017-01-31 12:06:55.996 +0500,367,2.99
64,16,2017-01-25 09:49:55.996 +0500,368,5.99
125,212,2017-01-25 21:17:16.996 +0500,368,5.99
836,690,2017-01-30 00:25:08.996 +0500,368,2.99
949,476,2017-01-30 16:19:05.996 +0500,368,2.99
31,979,2017-01-25 04:33:43.996 +0500,369,4.99
294,603,2017-01-26 20:58:23.996 +0500,369,4.99
854,204,2017-01-30 02:24:37.996 +0500,369,0.99
913,706,2017-01-30 11:33:24.996 +0500,369,7.99
26,953,2017-01-25 04:05:16.996 +0500,371,3.99
286,70,2017-01-26 20:13:17.996 +0500,371,6.99
381,603,2017-01-27 10:11:51.996 +0500,371,4.99
384,202,2017-01-27 10:46:46.996 +0500,371,5.99
825,155,2017-01-29 22:18:07.996 +0500,371,0.99
829,367,2017-01-29 22:45:08.996 +0500,371,2.99
617,900,2017-01-28 16:17:40.996 +0500,372,2.99
638,589,2017-01-28 18:53:09.996 +0500,372,2.99
257,563,2017-01-26 15:55:31.996 +0500,373,4.99
521,524,2017-01-28 04:00:48.996 +0500,374,0.99
910,571,2017-01-30 11:14:42.996 +0500,374,2.99
919,882,2017-01-30 12:03:32.996 +0500,374,0.99
307,244,2017-01-26 22:16:39.996 +0500,375,8.99
412,307,2017-01-27 14:45:49.996 +0500,375,4.99
749,253,2017-01-29 10:01:59.996 +0500,375,4.99
873,998,2017-01-30 05:43:46.996 +0500,375,2.99
554,425,2017-01-28 08:51:42.996 +0500,376,0.99
347,355,2017-01-27 05:08:59.996 +0500,378,0.99
209,159,2017-01-26 08:42:27.996 +0500,379,4.99
863,871,2017-01-30 03:43:25.996 +0500,379,4.99
847,958,2017-01-30 01:46:41.996 +0500,380,3.99
169,382,2017-01-26 03:37:56.996 +0500,381,0.99
406,462,2017-01-27 14:15:12.996 +0500,381,2.99
835,67,2017-01-30 00:05:26.996 +0500,381,2.99
356,628,2017-01-27 07:00:56.996 +0500,382,2.99
522,702,2017-01-28 04:01:46.996 +0500,382,2.99
63,873,2017-01-25 09:47:42.996 +0500,383,0.99
766,465,2017-01-29 12:15:28.996 +0500,383,8.99
103,735,2017-01-25 17:59:08.996 +0500,384,4.99
279,143,2017-01-26 18:31:16.996 +0500,384,2.99
898,766,2017-01-30 09:54:45.996 +0500,384,0.99
1013,987,2017-01-31 03:05:26.996 +0500,384,2.99
917,792,2017-01-30 11:55:32.996 +0500,385,2.99
1038,277,2017-01-31 05:52:13.996 +0500,385,4.99
583,588,2017-01-28 12:17:21.996 +0500,386,7.99
302,641,2017-01-26 21:42:12.996 +0500,387,4.99
697,861,2017-01-29 02:32:30.996 +0500,387,7.99
841,941,2017-01-30 00:59:43.996 +0500,387,4.99
1127,526,2017-01-31 18:14:15.996 +0500,387,3.99
21,31,2017-01-25 02:28:12.996 +0500,388,4.99
411,314,2017-01-27 14:42:40.996 +0500,388,4.99
998,745,2017-01-31 00:45:23.996 +0500,389,4.99
254,398,2017-01-26 15:12:14.996 +0500,390,4.99
912,703,2017-01-30 11:26:59.996 +0500,390,4.99
73,114,2017-01-25 11:28:33.996 +0500,391,4.99
210,391,2017-01-26 08:42:41.996 +0500,391,2.99
317,6,2017-01-26 23:52:22.996 +0500,391,5.99
870,638,2017-01-30 04:54:13.996 +0500,391,2.99
891,572,2017-01-30 08:11:38.996 +0500,391,7.99
599,898,2017-01-28 14:34:23.996 +0500,393,4.99
886,949,2017-01-30 07:23:17.996 +0500,393,0.99
213,329,2017-01-26 09:12:34.996 +0500,394,3.99
977,442,2017-01-30 21:50:52.996 +0500,394,2.99
641,776,2017-01-28 19:14:13.996 +0500,396,5.99
1002,155,2017-01-31 01:16:22.996 +0500,397,0.99
486,396,2017-01-28 00:19:38.996 +0500,398,4.99
10,396,2017-01-25 00:30:47.996 +0500,399,5.99
694,129,2017-01-29 02:18:09.996 +0500,399,6.99
883,491,2017-01-30 06:49:31.996 +0500,399,4.99
95,39,2017-01-25 16:41:18.996 +0500,400,3.99
171,979,2017-01-26 03:42:41.996 +0500,400,6.99
516,949,2017-01-28 03:40:13.996 +0500,400,1.99
894,247,2017-01-30 08:59:57.996 +0500,400,5.99
167,190,2017-01-26 03:18:57.996 +0500,401,4.99
446,426,2017-01-27 19:17:07.996 +0500,401,4.99
811,966,2017-01-29 19:59:08.996 +0500,401,1.99
801,358,2017-01-29 18:04:16.996 +0500,402,1.99
442,319,2017-01-27 18:40:39.996 +0500,403,2.99
517,52,2017-01-28 03:46:23.996 +0500,403,0.99
1081,987,2017-01-31 11:24:58.996 +0500,404,5.99
121,234,2017-01-25 20:09:55.996 +0500,405,2.99
770,546,2017-01-29 13:25:16.996 +0500,405,4.99
855,555,2017-01-30 02:28:54.996 +0500,406,0.99
619,544,2017-01-28 16:20:52.996 +0500,407,7.99
3,373,2017-01-24 23:32:05.996 +0500,408,3.99
59,633,2017-01-25 09:25:08.996 +0500,408,5.99
526,304,2017-01-28 04:56:03.996 +0500,408,2.99
310,129,2017-01-26 23:09:33.996 +0500,409,6.99
686,532,2017-01-29 00:55:36.996 +0500,411,4.99
972,1,2017-01-30 20:49:33.996 +0500,411,1.99
191,951,2017-01-26 06:42:32.996 +0500,412,0.99
333,871,2017-01-27 03:20:47.996 +0500,412,4.99
717,303,2017-01-29 05:06:10.996 +0500,412,0.99
1043,504,2017-01-31 06:40:06.996 +0500,412,3.99
40,579,2017-01-25 05:37:30.996 +0500,413,4.99
999,969,2017-01-31 00:53:36.996 +0500,413,4.99
85,103,2017-01-25 13:34:00.996 +0500,414,4.99
261,301,2017-01-26 16:12:49.996 +0500,414,3.99
665,227,2017-01-28 22:07:05.996 +0500,415,4.99
253,650,2017-01-26 15:11:40.996 +0500,416,0.99
724,825,2017-01-29 06:21:49.996 +0500,416,3.99
1031,204,2017-01-31 04:51:27.996 +0500,416,2.99
267,268,2017-01-26 16:44:47.996 +0500,417,4.99
630,277,2017-01-28 17:53:17.996 +0500,417,8.99
833,637,2017-01-29 23:50:22.996 +0500,417,4.99
62,58,2017-01-25 09:47:18.996 +0500,419,2.99
744,814,2017-01-29 09:41:34.996 +0500,420,4.99
507,790,2017-01-28 02:59:45.996 +0500,421,0.99
931,743,2017-01-30 13:21:27.996 +0500,421,0.99
398,367,2017-01-27 13:12:29.996 +0500,422,0.99
403,868,2017-01-27 13:57:18.996 +0500,424,0.99
1098,234,2017-01-31 14:20:14.996 +0500,425,5.99
604,348,2017-01-28 15:05:33.996 +0500,426,0.99
82,304,2017-01-25 12:46:12.996 +0500,427,6.99
634,577,2017-01-28 18:09:01.996 +0500,428,4.99
150,202,2017-01-26 00:57:05.996 +0500,429,5.99
290,609,2017-01-26 20:36:59.996 +0500,429,2.99
601,708,2017-01-28 14:36:48.996 +0500,429,7.99
799,374,2017-01-29 17:53:14.996 +0500,429,4.99
844,117,2017-01-30 01:26:46.996 +0500,429,4.99
30,819,2017-01-25 04:29:58.996 +0500,430,2.99
364,182,2017-01-27 07:48:38.996 +0500,430,4.99
1126,608,2017-01-31 17:56:11.996 +0500,431,2.99
326,867,2017-01-27 01:38:37.996 +0500,432,7.99
550,793,2017-01-28 08:07:42.996 +0500,432,5.99
897,294,2017-01-30 09:38:27.996 +0500,432,8.99
146,313,2017-01-26 00:35:37.996 +0500,433,8.99
691,879,2017-01-29 01:29:52.996 +0500,433,10.99
508,910,2017-01-28 03:09:16.996 +0500,434,5.99
757,238,2017-01-29 10:58:13.996 +0500,435,7.99
806,521,2017-01-29 18:59:56.996 +0500,435,4.99
45,403,2017-01-25 06:28:05.996 +0500,436,7.99
256,702,2017-01-26 15:49:24.996 +0500,436,3.99
848,300,2017-01-30 01:48:19.996 +0500,436,5.99
192,413,2017-01-26 06:49:03.996 +0500,437,2.99
656,624,2017-01-28 20:46:50.996 +0500,437,4.99
666,676,2017-01-28 22:17:17.996 +0500,437,5.99
23,971,2017-01-25 03:08:47.996 +0500,438,4.99
1036,467,2017-01-31 05:49:36.996 +0500,438,0.99
1138,859,2017-01-31 19:58:53.996 +0500,438,6.99
126,445,2017-01-25 21:36:25.996 +0500,439,2.99
367,753,2017-01-27 08:05:28.996 +0500,439,0.99
786,578,2017-01-29 15:45:54.996 +0500,439,9.99
957,968,2017-01-30 18:21:55.996 +0500,440,4.99
823,715,2017-01-29 22:08:03.996 +0500,441,4.99
466,388,2017-01-27 21:25:33.996 +0500,442,0.99
558,905,2017-01-28 09:07:09.996 +0500,442,6.99
632,284,2017-01-28 18:06:16.996 +0500,442,5.99
1068,31,2017-01-31 10:00:41.996 +0500,443,4.99
201,169,2017-01-26 07:42:11.996 +0500,444,8.99
557,34,2017-01-28 09:04:48.996 +0500,444,0.99
481,15,2017-01-27 23:17:53.996 +0500,445,2.99
960,429,2017-01-30 18:41:49.996 +0500,445,2.99
14,593,2017-01-25 00:59:41.996 +0500,446,0.99
236,280,2017-01-26 12:22:15.996 +0500,446,0.99
355,28,2017-01-27 06:43:59.996 +0500,446,4.99
461,450,2017-01-27 20:37:21.996 +0500,447,2.99
732,555,2017-01-29 08:01:17.996 +0500,447,0.99
299,956,2017-01-26 21:24:02.996 +0500,448,4.99
1123,29,2017-01-31 17:17:09.996 +0500,448,2.99
263,256,2017-01-26 16:16:06.996 +0500,449,4.99
325,551,2017-01-27 01:38:21.996 +0500,449,5.99
849,529,2017-01-30 01:51:33.996 +0500,449,7.99
548,810,2017-01-28 08:03:22.996 +0500,450,3.99
77,287,2017-01-25 12:00:25.996 +0500,451,0.99
328,554,2017-01-27 01:57:57.996 +0500,451,2.99
1113,450,2017-01-31 16:27:10.996 +0500,451,2.99
354,447,2017-01-27 06:40:52.996 +0500,452,2.99
714,437,2017-01-29 04:43:47.996 +0500,452,2.99
726,206,2017-01-29 06:33:55.996 +0500,452,1.99
735,749,2017-01-29 08:36:39.996 +0500,454,7.99
115,164,2017-01-25 19:41:51.996 +0500,455,0.99
343,727,2017-01-27 04:42:07.996 +0500,455,0.99
19,422,2017-01-25 01:45:50.996 +0500,456,4.99
1024,502,2017-01-31 03:58:45.996 +0500,457,7.99
2,333,2017-01-24 23:22:59.996 +0500,459,2.99
223,686,2017-01-26 10:43:49.996 +0500,460,4.99
298,241,2017-01-26 21:20:52.996 +0500,460,0.99
880,395,2017-01-30 06:40:59.996 +0500,460,0.99
1064,518,2017-01-31 09:18:33.996 +0500,460,4.99
684,711,2017-01-29 00:41:41.996 +0500,461,6.99
156,702,2017-01-26 01:47:31.996 +0500,462,2.99
590,104,2017-01-28 13:35:16.996 +0500,462,3.99
560,140,2017-01-28 09:21:28.996 +0500,463,1.99
305,585,2017-01-26 21:50:33.996 +0500,464,3.99
373,360,2017-01-27 08:44:51.996 +0500,464,1.99
640,110,2017-01-28 19:11:52.996 +0500,465,0.99
1104,353,2017-01-31 14:58:27.996 +0500,466,2.99
225,141,2017-01-26 10:56:16.996 +0500,467,4.99
101,134,2017-01-25 17:45:30.996 +0500,468,6.99
186,391,2017-01-26 06:01:18.996 +0500,468,4.99
296,848,2017-01-26 21:03:45.996 +0500,468,6.99
459,130,2017-01-27 20:28:30.996 +0500,468,0.99
673,383,2017-01-28 22:35:56.996 +0500,468,0.99
168,595,2017-01-26 03:36:09.996 +0500,469,0.99
506,145,2017-01-28 02:37:45.996 +0500,469,7.99
529,575,2017-01-28 05:02:43.996 +0500,469,4.99
936,200,2017-01-30 14:21:15.996 +0500,469,1.99
1119,962,2017-01-31 17:02:53.996 +0500,469,2.99
60,73,2017-01-25 09:26:51.996 +0500,470,2.99
616,220,2017-01-28 16:14:05.996 +0500,471,2.99
142,963,2017-01-26 00:12:13.996 +0500,472,0.99
249,530,2017-01-26 14:47:35.996 +0500,472,2.99
800,97,2017-01-29 17:56:38.996 +0500,472,0.99
994,614,2017-01-31 00:24:02.996 +0500,472,4.99
348,396,2017-01-27 05:19:22.996 +0500,473,4.99
942,931,2017-01-30 15:34:13.996 +0500,473,2.99
973,416,2017-01-30 20:56:11.996 +0500,473,3.99
816,137,2017-01-29 20:55:05.996 +0500,474,7.99
417,487,2017-01-27 15:35:53.996 +0500,475,4.99
702,560,2017-01-29 02:55:56.996 +0500,475,0.99
489,422,2017-01-28 00:37:38.996 +0500,476,4.99
771,78,2017-01-29 13:27:40.996 +0500,476,2.99
882,841,2017-01-30 06:44:32.996 +0500,477,2.99
132,738,2017-01-25 22:15:20.996 +0500,479,3.99
709,537,2017-01-29 04:16:27.996 +0500,479,7.99
518,891,2017-01-28 03:46:28.996 +0500,480,0.99
720,806,2017-01-29 05:45:56.996 +0500,480,6.99
822,578,2017-01-29 22:04:26.996 +0500,480,9.99
1109,442,2017-01-31 15:40:41.996 +0500,481,5.99
259,6,2017-01-26 16:01:12.996 +0500,482,8.99
680,901,2017-01-28 23:55:52.996 +0500,482,2.99
879,875,2017-01-30 06:18:08.996 +0500,482,0.99
742,61,2017-01-29 09:04:56.996 +0500,483,6.99
35,284,2017-01-25 04:53:02.996 +0500,484,4.99
668,772,2017-01-28 22:23:11.996 +0500,484,2.99
727,356,2017-01-29 06:36:41.996 +0500,484,2.99
1009,554,2017-01-31 02:16:01.996 +0500,485,2.99
909,827,2017-01-30 11:12:04.996 +0500,486,8.99
946,280,2017-01-30 16:03:34.996 +0500,486,2.99
1129,85,2017-01-31 18:29:14.996 +0500,486,0.99
219,676,2017-01-26 10:10:11.996 +0500,489,4.99
513,50,2017-01-28 03:36:36.996 +0500,489,2.99
585,775,2017-01-28 12:19:11.996 +0500,490,6.99
676,506,2017-01-28 22:56:17.996 +0500,490,4.99
484,684,2017-01-27 23:55:11.996 +0500,491,2.99
1097,494,2017-01-31 14:07:08.996 +0500,491,0.99
84,397,2017-01-25 13:04:56.996 +0500,492,2.99
543,116,2017-01-28 07:12:00.996 +0500,493,7.99
608,925,2017-01-28 15:32:10.996 +0500,494,4.99
623,271,2017-01-28 16:29:54.996 +0500,495,4.99
741,700,2017-01-29 09:04:15.996 +0500,495,4.99
322,994,2017-01-27 01:16:01.996 +0500,496,4.99
966,285,2017-01-30 19:29:03.996 +0500,496,0.99
1100,71,2017-01-31 14:31:47.996 +0500,497,7.99
49,650,2017-01-25 07:08:01.996 +0500,498,2.99
429,25,2017-01-27 16:49:52.996 +0500,498,8.99
718,378,2017-01-29 05:20:49.996 +0500,498,2.99
89,471,2017-01-25 14:56:55.996 +0500,499,2.99
112,465,2017-01-25 19:25:50.996 +0500,500,8.99
389,151,2017-01-27 11:14:07.996 +0500,500,8.99
610,795,2017-01-28 15:43:51.996 +0500,500,0.99
493,40,2017-01-28 01:02:37.996 +0500,501,0.99
605,920,2017-01-28 15:07:36.996 +0500,501,1.99
258,773,2017-01-26 15:56:40.996 +0500,502,2.99
861,812,2017-01-30 03:16:58.996 +0500,502,0.99
893,717,2017-01-30 08:35:25.996 +0500,502,2.99
965,738,2017-01-30 19:28:40.996 +0500,502,0.99
109,233,2017-01-25 19:08:46.996 +0500,503,1.99
353,869,2017-01-27 06:32:05.996 +0500,503,5.99
631,539,2017-01-28 18:04:58.996 +0500,503,2.99
1074,551,2017-01-31 10:33:08.996 +0500,503,4.99
136,500,2017-01-25 22:30:56.996 +0500,504,5.99
470,352,2017-01-27 21:45:34.996 +0500,504,4.99
838,626,2017-01-30 00:56:23.996 +0500,504,4.99
159,757,2017-01-26 02:02:54.996 +0500,505,2.99
645,687,2017-01-28 19:42:35.996 +0500,505,2.99
114,982,2017-01-25 19:41:08.996 +0500,506,3.99
387,589,2017-01-27 11:03:53.996 +0500,506,2.99
410,873,2017-01-27 14:39:48.996 +0500,506,3.99
547,448,2017-01-28 07:52:54.996 +0500,506,8.99
907,730,2017-01-30 11:05:53.996 +0500,506,0.99
1042,693,2017-01-31 06:21:26.996 +0500,506,2.99
1153,598,2017-01-31 22:05:10.996 +0500,506,4.99
52,875,2017-01-25 07:19:55.996 +0500,507,0.99
713,800,2017-01-29 04:38:43.996 +0500,507,4.99
369,209,2017-01-27 08:15:15.996 +0500,508,2.99
921,397,2017-01-30 12:21:35.996 +0500,508,2.99
22,159,2017-01-25 02:47:49.996 +0500,509,4.99
831,854,2017-01-29 23:18:51.996 +0500,509,8.99
75,745,2017-01-25 11:42:00.996 +0500,510,8.99
372,891,2017-01-27 08:42:24.996 +0500,510,5.99
1118,48,2017-01-31 16:51:28.996 +0500,510,4.99
56,298,2017-01-25 08:56:37.996 +0500,511,2.99
819,135,2017-01-29 21:28:58.996 +0500,511,3.99
993,451,2017-01-31 00:22:45.996 +0500,513,4.99
536,649,2017-01-28 06:45:59.996 +0500,514,4.99
187,872,2017-01-26 06:11:03.996 +0500,515,8.99
292,927,2017-01-26 20:50:38.996 +0500,515,6.99
339,526,2017-01-27 04:15:44.996 +0500,516,3.99
571,924,2017-01-28 10:46:07.996 +0500,516,1.99
850,521,2017-01-30 02:03:38.996 +0500,517,4.99
710,43,2017-01-29 04:17:02.996 +0500,518,2.99
1056,349,2017-01-31 08:16:33.996 +0500,519,3.99
962,989,2017-01-30 19:13:43.996 +0500,520,6.99
426,245,2017-01-27 16:25:23.996 +0500,522,5.99
42,84,2017-01-25 05:53:24.996 +0500,523,4.99
664,18,2017-01-28 21:59:34.996 +0500,523,0.99
